2010, 1, 1,.500,   11039, B,  ,    0,  180,    0,  120, 0.657, 231.1,  54.0, -27.0,  35.0
2010, 1, 2,.500,   11039, B,  ,    0,  242,    0,  190, 0.769, 235.7,  52.0, -28.0,  46.0
2010, 1, 3,.500,   11039, B,  ,    0,  210,    0,  220, 0.878, 238.6,  52.0, -29.0,  59.0
2010, 1, 4,.500,   11039, B,  ,    0,   89,    0,  150, 0.954, 241.7,  52.0, -28.0,  72.0
2010, 1, 5,.500,   11039, B,  ,    0,    0,    0,   90, 1.000, 241.0,  56.0, -29.0,  90.0
2010, 1, 7,.500,   11040, B,  ,    0,   67,    0,   80, 0.906,  56.6, 241.0,  28.0, -59.0
2010, 1, 8,.500,   11040, B,  ,    0,   44,    0,   40, 0.827,  50.6, 240.0,  29.0, -47.0
2010, 1, 9,.500,   11040, B,  ,    0,   94,    0,   70, 0.740,  42.1, 239.0,  30.0, -35.0
2010, 1,10,.500,   11040, B,  ,    0,  204,    0,  130, 0.619,  25.6, 243.0,  30.0, -18.0
2010, 1,11,.500,   11040, B,  ,    0,  493,    0,  300, 0.568,  15.5, 237.0,  29.0, -10.0
2010, 1,12,.500,   11040, B,  ,    0,  505,    0,  300, 0.539, 353.4, 238.0,  28.0,   4.0
2010, 1,13,.500,   11040, B,  ,    0,  628,    0,  380, 0.562, 342.5, 236.0,  28.0,  11.0
2010, 1,14,.500,   11040, B,  ,    0,  420,    0,  290, 0.689, 320.2, 238.0,  28.0,  30.0
2010, 1,15,.500,   11040, B,  ,    0,  432,    0,  350, 0.786, 313.1, 236.0,  29.0,  41.0
2010, 1,16,.500,   11040, B,  ,    0,  251,    0,  290, 0.901, 305.5, 239.0,  29.0,  57.0
2010, 1,17,.500,   11040, B,  ,    0,   62,    0,  160, 0.981, 301.9, 242.0,  30.0,  74.0
2010, 1,18,.500,   11040, B,  ,    0,   21,    0,  140, 0.997, 296.6, 238.0,  26.0,  83.0
2010, 1,20,.500,   11041, B,  ,    0,   28,    0,   60, 0.971, 114.5,  52.0, -25.0, -77.0
2010, 1,21,.500,   11041, B,  ,    0,  181,    0,  190, 0.878, 114.5,  55.0, -24.0, -61.0
2010, 1,22,.500,   11041, B,  ,    0,  247,    0,  200, 0.785, 117.8,  52.0, -25.0, -50.0
2010, 1,22,.500,   11042, B,  ,    0,   62,    0,   40, 0.625, 315.9, 130.0,  22.0,  28.0
2010, 1,23,.500,   11041, B,  ,    0,  297,    0,  190, 0.622, 122.5,  54.0, -24.0, -35.0
2010, 1,23,.500,   11042, B,  ,    0,  247,    0,  190, 0.759, 305.2, 131.0,  22.0,  42.0
2010, 1,24,.500,   11041, B,  ,    0,  297,    0,  170, 0.482, 132.3,  53.0, -24.0, -23.0
2010, 1,24,.500,   11042, B,  ,    0,  155,    0,  160, 0.874, 297.7, 132.0,  21.0,  56.0
2010, 1,25,.500,   11041, B,  ,    0,   92,    0,   50, 0.384, 150.6,  52.0, -25.0, -12.0
2010, 1,25,.500,   11042, B,  ,    0,   24,    0,   50, 0.969, 290.2, 137.0,  18.0,  73.0
2010, 1,26,.500,   11041, B,  ,    0,  113,    0,   60, 0.318, 188.6,  53.0, -24.0,   3.0
2010, 1,26,.500,   11042, A,  ,    0,    8,    0,   90, 0.999, 288.3, 136.0,  18.0,  86.0
2010, 1,27,.500,   11041, B,  ,    0,   72,    0,   40, 0.417, 216.9,  53.0, -25.0,  16.0
2010, 1,28,.500,   11041, A,  ,    0,   48,    0,   30, 0.596, 233.0,  55.0, -26.0,  32.0
2010, 1,29,.500,   11041, B,  ,    0,   28,    0,   20, 0.709, 237.2,  52.0, -27.0,  42.0
2010, 1,30,.500,   11041, A,  ,    0,   10,    0,   10, 0.856, 242.0,  55.0, -27.0,  58.0
2010, 1,30,.500,   11043, B,  ,    0,   54,    0,   40, 0.734,  44.1, 322.0,  27.0, -35.0
2010, 1,31,.500,   11043, B,  ,    0,   93,    0,   60, 0.627,  36.0, 320.0,  25.0, -24.0
2010, 2, 1,.500,   11043, B,  ,    0,  117,    0,   70, 0.539,  17.0, 321.0,  25.0, -10.0
2010, 2, 2,.500,   11043, A,  ,    0,   85,    0,   50, 0.523, 351.3, 322.0,  25.0,   5.0
2010, 2, 3,.500,   11043, A,  ,    0,   81,    0,   50, 0.585, 331.4, 322.0,  25.0,  18.0
2010, 2, 4,.500,   11043, A,  ,    0,   28,    0,   20, 0.713, 316.7, 324.0,  26.0,  33.0
2010, 2, 5,.500,   11043, A,  ,    0,   21,    0,   20, 0.843, 303.9, 328.0,  24.0,  50.0
2010, 2, 5,.500,   11044, A,  ,    0,   14,    0,   10, 0.683, 305.1, 314.0,  18.0,  36.0
2010, 2, 6,.500,   11043, A,  ,    0,   15,    0,   20, 0.927, 300.3, 327.0,  25.0,  62.0
2010, 2, 6,.500,   11045, B,G ,    0,  482,    0,  290, 0.556,  25.2, 250.0,  24.0, -15.0
2010, 2, 7,.500,   11043, A,  ,    0,    4,    0,   10, 0.975, 295.4, 325.0,  23.0,  73.0
2010, 2, 7,.500,   11045, B,G ,    0,  556,    0,  320, 0.493, 358.1, 253.0,  23.0,   1.0
2010, 2, 7,.500,   11046, B,  ,    0,   19,    0,   30, 0.943,  60.6, 187.0,  25.0, -65.0
2010, 2, 8,.500,   11045, B,GD,    0,  697,    0,  420, 0.558, 331.2, 256.0,  23.0,  17.0
2010, 2, 8,.500,   11046, B,  ,    0,   30,    0,   30, 0.859,  57.0, 186.0,  24.0, -52.0
2010, 2, 8,.500,   11047, A,  ,    0,    7,    0,   10, 0.934, 103.6, 169.0, -15.0, -70.0
2010, 2, 9,.500,   11045, B,GD,    0,  465,    0,  300, 0.630, 320.1, 252.0,  23.0,  26.0
2010, 2, 9,.500,   11046, B,  ,    0,   12,    0,   10, 0.779,  51.7, 184.0,  24.0, -42.0
2010, 2, 9,.500,   11047, A,  ,    0,    9,    0,   10, 0.869, 105.8, 165.0, -17.0, -61.0
2010, 2,10,.500,   11045, B,  ,    0,  322,    0,  240, 0.740, 308.0, 252.0,  22.0,  39.0
2010, 2,10,.500,   11046, B,  ,    0,  196,    0,  130, 0.657,  40.8, 185.0,  24.0, -28.0
2010, 2,10,.500,   11047, A,  ,    0,   14,    0,   10, 0.687, 109.2, 170.0, -18.0, -43.0
2010, 2,11,.500,   11045, B,  ,    0,  157,    0,  150, 0.852, 301.0, 252.0,  22.0,  52.0
2010, 2,11,.500,   11046, B,G ,    0,  318,    0,  190, 0.547,  25.8, 185.0,  23.0, -15.0
2010, 2,12,.500,   11045, B,G ,    0,   69,    0,   90, 0.922, 293.9, 251.0,  19.0,  63.0
2010, 2,12,.500,   11046, B,G ,    0,  223,    0,  130, 0.511,   0.0, 185.0,  24.0,   0.0
2010, 2,13,.500,   11045, B,  ,    0,   55,    0,  100, 0.961, 297.4, 242.0,  24.0,  69.0
2010, 2,13,.500,   11046, B,  ,    0,  221,    0,  130, 0.525, 340.5, 184.0,  23.0,  11.0
2010, 2,14,.500,   11046, B,  ,    0,  110,    0,   70, 0.618, 324.7, 183.0,  24.0,  23.0
2010, 2,14,.500,   11048, B,  ,    0,    7,    0,   10, 0.930,  65.3,  96.0,  20.0, -64.0
2010, 2,15,.500,   11046, B,  ,    0,   54,    0,   40, 0.729, 312.5, 183.0,  24.0,  36.0
2010, 2,15,.500,   11048, B,  ,    0,   11,    0,   10, 0.833,  59.1,  97.0,  21.0, -50.0
2010, 2,16,.500,   11046, B,  ,    0,   44,    0,   40, 0.829, 302.5, 183.0,  22.0,  49.0
