1876, 1, 5,.487,   29604,00, 7,    0,   24,    0,   16, 0.649,  93.4,  81.6,  -5.1, -40.6
1876, 1,11,.720,     190,10, 4,    6,   59,    3,   31, 0.308, 324.0,  59.2,  10.1,  10.6
1876, 1,12,.520,     190,10, 4,    0,   42,    0,   24, 0.483, 301.2,  60.5,  10.4,  24.8
1876, 1,18,.526,     191,00, 3,   11,   47,    6,   26, 0.434, 309.4, 330.5,  11.2,  20.0
1876, 1,18,.526,     192,00, 0,   32,  176,   49,  266, 0.944,  99.6, 239.2, -10.7, -71.3
1876, 1,19,.503,     191,00, 3,   68,  262,   42,  162, 0.590, 298.9, 329.5,  12.2,  31.9
1876, 1,19,.503,     192,00, 1,  109,  684,  105,  658, 0.855,  99.9, 238.5, -11.1, -59.1
1876, 1,20,.711,     191,00, 3,    0,  200,    0,  153, 0.754, 292.0, 327.5,  12.8,  45.8
1876, 1,20,.711,     192,00, 0,   99,  521,   67,  352, 0.669, 102.1, 239.7, -12.0, -42.0
1876, 1,20,.711,     193,00, 7,    0,  156,    0,  138, 0.826, 103.2, 225.8, -13.9, -55.9
1876, 1,21,.723,     191,00, 3,    0,  109,    0,  111, 0.873, 287.9, 326.7,  12.8,  58.4
1876, 1,21,.723,     192,00, 0,   82,  524,   47,  301, 0.483, 105.0, 239.8, -11.9, -28.5
1876, 1,21,.723,     193,00, 7,    0,   66,    0,   45, 0.677, 103.8, 225.8, -13.3, -42.5
1876, 1,21,.723,     194,00, 7,   10,  115,    5,   59, 0.178, 214.1, 274.2, -13.8,   5.9
1876, 1,22,.472,     191,00, 3,    4,  192,    6,  291, 0.944, 284.4, 327.5,  11.7,  69.0
1876, 1,22,.472,     192,00, 0,  100,  500,   53,  266, 0.335, 109.8, 239.7, -11.7, -18.8
1876, 1,22,.472,     193,00, 7,    0,   20,    0,   12, 0.533, 104.3, 226.6, -12.2, -31.9
1876, 1,22,.472,     194,00, 7,    0,   25,    0,   13, 0.270, 230.1, 270.9, -15.3,  12.4
1876, 1,23,.521,     192,00, 0,   89,  496,   45,  252, 0.142, 143.0, 239.7, -12.0,  -5.0
1876, 1,23,.521,     193,00, 7,    0,   25,    0,   13, 0.325, 113.4, 226.9, -12.7, -17.8
1876, 1,23,.521,     194,00, 7,   22,  219,   13,  132, 0.555, 251.9, 277.7, -14.6,  33.0
1876, 1,24,.466,     192,00, 0,   94,  478,   48,  244, 0.170, 227.9, 239.6, -12.1,   7.4
1876, 1,24,.466,     194,00, 7,  109,  454,   78,  320, 0.701, 254.0, 276.5, -15.2,  44.3
1876, 1,25,.511,     192,00, 0,   85,  457,   46,  247, 0.374, 251.0, 239.7, -12.3,  21.2
1876, 1,25,.511,     194,00, 7,   74,  348,   71,  335, 0.854, 255.8, 277.5, -15.1,  59.0
1876, 1,26,.688,     192,00, 0,    0,  217,    0,  135, 0.595, 256.9, 239.4, -12.4,  36.4
1876, 1,26,.688,     194,00, 7,    0,   85,    0,  118, 0.933, 255.6, 272.6, -15.5,  69.6
1876, 1,27,.496,     192,00, 0,   27,  150,   20,  110, 0.732, 257.1, 239.6, -13.4,  47.2
1876, 1,27,.496,     194,00, 7,    0,   39,    0,   96, 0.979, 253.8, 271.8, -17.0,  79.4
